"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,Follows,Comments,Saves
18054194495188884,17841407424698185,neogela_collagene,"Neogela • Integratore per Ossa e Cartilagini","Dietro Neogela, ci siamo noi 😉
Piacere di conoscerti!",17,"09/05/2025 03:00",https://www.instagram.com/reel/DON2YFsgnC6/,"IG reel",,Lifetime,2257,1818,27,2,1,3,0
18090974059702889,17841407424698185,neogela_collagene,"Neogela • Integratore per Ossa e Cartilagini","Il recupero funzionale NON È SOLO utile in seguito ad un infortunio, ma fondamentale anche quando senti che il tuo corpo non sta funzionando al meglio. 🦵

Spesso ci si ferma prima di aver davvero ricostruito forza e mobilità, con il rischio di andare incontro a nuovi dolori o peggio infortuni. 😱

Un percorso strutturato con un personal trainer specializzato può aiutarti a recuperare nel modo giusto ed evitare danni futuri. 
Vuoi ritrovare la tua forma migliore? Seguici per altri consigli di salute 💪",74,"09/09/2025 03:00",https://www.instagram.com/reel/DOYJlxsEih1/,"IG reel",,Lifetime,2219,1787,37,7,0,1,2
18091002817761872,17841407424698185,neogela_collagene,"Neogela • Integratore per Ossa e Cartilagini","Cerchi collagene nella tabella nutrizionale ma non lo trovi scritto? 🤔
Ecco qualche consiglio per leggere correttamente l’etichetta di un integratore a base di collagene e scegliere quello giusto per te ✅

Salva il video se lo hai trovato utile, potresti volerlo rivedere 👀",84,"09/12/2025 03:00",https://www.instagram.com/reel/DOf38geja9X/,"IG reel",,Lifetime,2349,2033,28,0,2,6,4
18008955899625964,17841407424698185,neogela_collagene,"Neogela • Integratore per Ossa e Cartilagini","Vi siete mai chiesti cosa accade dietro le quinte una volta inviato il vostro ordine Neogela? 👀",10,"09/15/2025 03:00",https://www.instagram.com/reel/DOnmZkmglwq/,"IG reel",,Lifetime,3064,2273,32,2,1,2,1
18075266318091745,17841407424698185,neogela_collagene,"Neogela • Integratore per Ossa e Cartilagini","Siamo davvero felici di annunciare la nostra iniziativa sociale “Alla tua salute ci pensa Neogela”💙

Quale miglior modo per dimostrare che non produciamo solo un integratore, ma supportiamo davvero chi vuole migliorare la propria salute e quotidianità. E questa volta abbiamo voluto farlo con chi ci ha dato fiducia in tanti anni, anche quando la salute non poteva essere una priorità.😔

Michela e Alessandra saranno le protagoniste di questo meraviglioso progetto: 12 mesi di fornitura gratuitamente di collagene e il nostro supporto continuo, con MOC di monitoraggio all’inizio e alla fine del percorso per vedere gli effetti di una integrazione costante di Neogela. 💪

Perché lo facciamo? Vogliamo che per un intero anno Michela e Alessandra non debbano preoccuparsi di acquistare ogni mese una confezione, ma solo della loro salute ossea. 🦴

Segui i progressi del loro percorso sui nostri canali 😱",68,"09/16/2025 03:00",https://www.instagram.com/reel/DOqLLjRlcR5/,"IG reel",,Lifetime,2622,2088,44,6,6,4,8
18021052001758216,17841407424698185,neogela_collagene,"Neogela • Integratore per Ossa e Cartilagini","Assicurarsi una buona dose di vitamina C ogni giorno è importante: non solo per rinforzare il sistema immunitario, anche per stimolare la sintesi interna di collagene. 🍊

Ecco perché spesso ci chiedete: “Ma insieme al collagene devo prendere anche la vitamina C?”
La vitamina C non deve mancare, ma ciò non significa doverli assumere tramite lo stesso integratore. 💊

Il Dott. Zeggio ci spiega in questo video perché è consigliabile separare l’assunzione di questi due elementi nell’arco della giornata. 👨‍⚕️

Se hai domande, scrivile nei commenti 💬",95,"09/19/2025 03:00",https://www.instagram.com/reel/DOx5hV_CYs8/,"IG reel",,Lifetime,3760,2993,68,7,7,4,33
18075203105471580,17841407424698185,neogela_collagene,"Neogela • Integratore per Ossa e Cartilagini","Un grrrrr…ammo di collagene non basta!
Ci vuole almeno una bustina 😉",15,"09/22/2025 03:00",https://www.instagram.com/reel/DO5n4iyjjbz/,"IG reel",,Lifetime,2866,2243,28,0,0,3,2
18079299515056015,17841407424698185,neogela_collagene,"Neogela • Integratore per Ossa e Cartilagini","Avevi mai considerato il pilates? Se hai problematiche osteoarticolari dovresti proprio farlo!🤩

La Dott.ssa Marcelli Pales, Fisioterapista, ci racconta tutti i benefici di questa disciplina, insegnandoci che il pilates non è una semplice ginnastica dolce ma un lavoro attento che può migliorare la quotidianità di chi soffre di osteoporosi o artrosi. 🦴

Vuoi sapere se il pilates può fare al caso tuo? Segui i nostri profili per altri consigli di salute 🤸",81,"09/23/2025 03:00",https://www.instagram.com/reel/DO8Msc8kSVZ/,"IG reel",,Lifetime,3760,2942,87,16,6,8,7
18063959276605810,17841407424698185,neogela_collagene,"Neogela • Integratore per Ossa e Cartilagini","Dovresti sapere da dove arriva il collagene che vorresti assumere. 🧐

La qualità della materia prima da cui deriva il nostro collagene è per noi motivo di orgoglio, ecco perché esponiamo le certificazioni e dichiarazioni sugli allevamenti svizzeri da cui proviene il nostro prodotto. 😊

✅ Controlli sanitari rigorosi, no ad allevamenti intensivi, antibiotici né ormoni. 
✅ Processi di produzione sicuri e tracciabili con controlli ad ogni lotto. 

Solo da una materia prima eccellente può derivare un prodotto valido ed efficace💪",58,"09/26/2025 03:00",https://www.instagram.com/reel/DPD7Elfk5zK/,"IG reel",,Lifetime,3073,2601,42,6,5,4,8
18318587365213619,17841407424698185,neogela_collagene,"Neogela • Integratore per Ossa e Cartilagini","Fai spazio alla tua scorta di collagene in bustine 😉",14,"09/29/2025 03:00",https://www.instagram.com/reel/DPLpb2ZjgZG/,"IG reel",,Lifetime,1310,863,14,0,2,0,2
17897269128297506,17841407424698185,neogela_collagene,"Neogela • Integratore per Ossa e Cartilagini","L’attività fisica mirata è uno dei più grandi alleati della tua salute ossea. 
Senza il giusto esercizio e una buona alimentazione, anche i migliori integratori potrebbero non dare i risultati sperati. 🤔

Ecco 3 esempi di attività utili in caso di osteoporosi:
➡️ salire le scale
➡️ camminata a ritmo sostenuto
➡️ esercizi con pesi e/o elastici

Tutte queste attività possono aiutarti a rinforzare la ossa, ma RICORDA: solo uno specialista può consigliarti quelle più adatte a te e il giusto modo di eseguirle.💪

Hai domande? Scrivici nei commenti 💭",76,"09/30/2025 03:00",https://www.instagram.com/reel/DPOOTj9gkuU/,"IG reel",,Lifetime,4651,3583,96,27,9,8,37
18020404673583535,17841407424698185,neogela_collagene,"Neogela • Integratore per Ossa e Cartilagini","C’è chi sostiene che il collagene una volta assunto non possa arrivare alle ossa, eppure diversi studi dimostrano la sua efficacia nel stimolare la rigenerazione del tessuto osseo. 📚

Il Dott.Zeggio ci spiega come fa il collagene a raggiungere le ossa una volta ingerito. 🦴

Il segreto? Scegliere il giusto collagene idrolizzato e con la migliore composizione aminoacidica. I giusti aminoacidi fungono infatti da segnale per le cellule addette alla rigenerazione dei tessuti che provvederanno a nutrire e riparare ossa, cartilagini, pelle. 😉

E tu lo sapevi? 🤔",94,"10/03/2025 03:00",https://www.instagram.com/reel/DPV8ve8DH3X/,"IG reel",,Lifetime,4355,3543,75,24,18,6,32
18082000270971948,17841407424698185,neogela_collagene,"Neogela • Integratore per Ossa e Cartilagini","Hai idea di quante strategie alimentari possono aiutarti concretamente a combattere l’osteoporosi ogni giorno? 🧐
È per questo che la figura del nutrizionista può fare la differenza in un percorso di trattamento completo aiutandoti a scegliere i giusti alimenti e non solo!🥗

La Dottoressa @magi.silvana, Biologa nutrizionista, ci svela tutti i comportamenti che una figura specializzata può aiutarti ad affinare. 🥼

E tu? Segui un piano alimentare ben costruito? ☺️

Se non sai da dove partire, seguici 💙 
Parliamo di come migliorare la salute ossea naturalmente, giorno dopo giorno.",98,"10/06/2025 03:00",https://www.instagram.com/reel/DPdrGbcjj8c/,"IG reel",,Lifetime,4660,3279,71,11,5,3,21
18038038427701571,17841407424698185,neogela_collagene,"Neogela • Integratore per Ossa e Cartilagini","Sai di cosa si compongono le tue ossa? 🧐
Non tutti sanno che le ossa sono composte da due parti: l’osso trabecolare (la parte interna) e l’osso corticale (la parte esterna). 

Queste due parti si distinguono per la loro struttura e composizione. 
➡️ L’osso trabecolare è formato da fibre proteiche, per lo più collagene, disposte a “nido d’ape”, ossia in una struttura alveolare. 
➡️ L’osso corticale si compone invece di materia minerali, tra cui gli elementi più presenti sono calcio e fosforo. 

Conoscere la composizione delle tue ossa può aiutarti a capire cosa integrare 👉 scorri e scopri il kit di integrazione completa per le tue ossa da oggi di nuovo online in offerta speciale per il mese dell’Osteoporosi 🩺",0,"10/08/2025 03:00",https://www.instagram.com/p/DPi0qw2j8HN/,"IG carousel",,Lifetime,22797,2772,20,0,0,0,6
17994974336837575,17841407424698185,neogela_collagene,"Neogela • Integratore per Ossa e Cartilagini","Questa è la prima recensione del nostro percorso Area Test Osteoporosi da poco concluso 😊

Marisa, insieme ad altri 9 partecipanti, ha seguito un percorso completo tra integrazione, consigli alimentari e indicazioni sull’attività fisica per 6 mesi. 😱

Il 27 settembre ci siamo rincontrati per ripetere il BES Test, l’esame che valuta l’osso dal punto di vista della qualità elastica, e vedere i risultati 👀

Ecco cosa ha ottenuto Marisa e come si è trovata in questo percorso 💙",119,"10/09/2025 03:00",https://www.instagram.com/reel/DPlZdIdEb6p/,"IG reel",,Lifetime,5565,4003,69,6,9,4,10
18129271096484251,17841407424698185,neogela_collagene,"Neogela • Integratore per Ossa e Cartilagini","Ecco 3 abitudini che dovresti adottare se soffri di osteoporosi (o non vuoi soffrirne in futuro!) e vuoi proteggere le tue ossa: 🦴

1. Fai attività fisica regolare di tipo aerobico e/o con pesi: l’attività fisica eseguita contro gravità stimola l’aumento di massa ossea;🤸
2. Esponiti al sole (con le dovute protezioni) per stimolare la produzione di vitamina D e favorire l’assorbimento del calcio ☀️
3. Scegli una dieta varia che comprenda tutti i nutrienti: il calcio non basta, ti servono proteine, vitamine e una buona dose di collagene 😉

E tu? Segui già questi consigli? Scrivilo nei commenti 🗨️",71,"10/13/2025 03:00",https://www.instagram.com/reel/DPvslUkDbrp/,"IG reel",,Lifetime,5829,4032,116,25,26,8,21
18123877150500573,17841407424698185,neogela_collagene,"Neogela • Integratore per Ossa e Cartilagini","Come fa il collagene una volta ingerito ad arrivare alle ossa? 🤔

Il collagene assunto in forma idrolizzata, ossia scisso in frammenti più piccoli, viene digerito in modo efficace dal nostro organismo: passa il tratta gastrico fino ad arrivare all’intestino dove viene spezzettato nei suoi componenti, gli amminoacidi. 🧬

Questi amminoacidi possono poi entrare in circolo ed essere trasportati direttamente alle cellule ossee che li utilizzeranno per ricostruire le catene di collagene e riparare i tessuti. 💪

La cosa importante? È scegliere il giusto collagene. 
Scorri e scopri l’offerta speciale per il mese dell’Osteoporosi e prova il kit di integrazione completa per le ossa 💙",0,"10/14/2025 02:59",https://www.instagram.com/p/DPyRZ-Sj5W9/,"IG carousel",,Lifetime,20178,2325,16,0,3,0,10
18113562124557151,17841407424698185,neogela_collagene,"Neogela • Integratore per Ossa e Cartilagini","L’osteoporosi può farci sentire fragili, nel corpo ma anche nella testa. 😞

L’insicurezza, la disinformazione, il non sapere da dove cominciare. 
È quando si cambia approccio che si comincia davvero ad affrontarla. 

Con la giusta consapevolezza e strategia non solo l’osteoporosi si può contrastare, è possibile migliorare la propria quotidianità.💪

Seguici e scopri da dove partire: non sei sola 💙",65,"10/16/2025 03:00",https://www.instagram.com/reel/DP3a-AfEcZV/,"IG reel",,Lifetime,3181,2421,41,4,7,8,15
18034006316711600,17841407424698185,neogela_collagene,"Neogela • Integratore per Ossa e Cartilagini","Posso curare l’osteoporosi senza farmaci? La risposta non è uguale per tutti 🤔

Un percorso naturale fatto di alimentazione curata, attività fisica e integrazione può fare molto per chi è in osteopenia o in fase iniziale di osteoporosi. Grazie ad un approccio a 360°, è possibile frenare il decorso della patologia. 🦴

Nei casi di osteoporosi avanzata e fratture già avvenute, l’esclusione del farmaco può essere un rischio. 💊

La domanda che ci si dovrebbe porre è: qual è la terapia più adatta me? 👨‍⚕️

Parlane con il tuo medico, chiedi informazioni e documentati sulle alternative disponibili e l’importanza dello stile di vita 🌱",93,"10/17/2025 03:00",https://www.instagram.com/reel/DP5_xpIEzts/,"IG reel",,Lifetime,8053,7185,180,25,52,8,59
18381200851181051,17841407424698185,neogela_collagene,"Neogela • Integratore per Ossa e Cartilagini","Oggi celebriamo la Giornata Mondiale dell’Osteoporosi 🩺

Si stima che nel mondo oltre 200 milioni di persone soffrano di questa patologia, senza contare i casi mai diagnosticati. 
C’è ancora troppa poca informazione sull’osteoporosi e troppa confusione in chi si ritrova ad affrontarla. 🦴

Il nostro medico referente, il Dott. Daniele Zeggio, e la nostra titolare Giulia illustrano i motivi che in oltre 15 anni ci hanno spinto a non arrenderci, prendendo a cuore questo tema e aiutando quante più persone possibile a diventare più consapevoli e migliorare la loro salute. 💪

Per noi, diffondere il sapere e condividere strumenti per il benessere è un dovere morale. 🥼

Grazie a chi ci ha dato e continua ogni giorno a darci fiducia 💙",150,"10/20/2025 03:00",https://www.instagram.com/reel/DQBuLpdk891/,"IG reel",,Lifetime,2495,2017,45,3,10,2,9
17856020319546770,17841407424698185,neogela_collagene,"Neogela • Integratore per Ossa e Cartilagini","Non c’è accoppiata migliore per la salute delle tue ossa 😉
Scopri la promo attiva online fino al 28 ottobre (link in bio 🔥)",7,"10/22/2025 03:00",https://www.instagram.com/reel/DQG3uCkkuFB/,"IG reel",,Lifetime,3242,1483,22,6,8,0,5
18085101433787877,17841407424698185,neogela_collagene,"Neogela • Integratore per Ossa e Cartilagini","Ecco cosa ci ha raccontato Mascia la prima volta che ci siamo incontrati.

Mascia non ci conosceva ma da tempo era alla ricerca di una soluzione alternativa per trattare la sua osteoporosi. 🦴

Dall’ultima diagnosi più di 2 anni fa e l’indicazione di assumere farmaci è rimasto tutto in sospeso: un po’ per la scelta di non procedere con la cura farmacologica. un po’ per la mancanza di informazioni riguardo una strada alternativa. 🤔

Ci siamo conosciuti sui social, le abbiamo chiesto se volesse condividere la sua esperienza e lei ha accettato. È venuta a trovarci, ha lasciato la sua testimonianza, ha parlato con il nostro dottore e adesso comincerà un nuovo percorso per curare questa patologia. 🥼

E tutto questo con il nostro supporto. 😊

Se anche tu soffri di osteoporosi ma non sai da dove cominciare, segui la pagina e contattaci 💙",179,"10/23/2025 03:00",https://www.instagram.com/reel/DQJckAXlKX_/,"IG reel",,Lifetime,4507,3054,43,13,10,0,19
18005141747656992,17841407424698185,neogela_collagene,"Neogela • Integratore per Ossa e Cartilagini","Così sì è concluso il progetto Area Test 180: 10 persone impegnate per 6 mesi in un percorso di trattamento naturale completo per l’osteoporosi. 😊

✅ Piano alimentare
✅ Programma di allenamento su misura
✅ Integrazione di collagene, vitamine e minerali

I risultati? Li abbiamo monitorati con esami radiografici specifici all’inizio e alla fine del percorso e presto potrete vederli tutti pubblicati sul nostro sito. 
I primi ci hanno già dato grande soddisfazione 🔝

Ringraziamo tutti gli specialisti che hanno collaborato con noi a questo progetto: 
il Dott. Daniele Zeggio, Medico referente
la Dott.ssa Silvana Magi, Biologa Nutrizionista @magi.silvana
la Dott.ssa Marcelli Pales, Fisioterapista @fisioterapiavicenza
il Dott. Davide Teggi, Chinesiologo @fitness40+ 
la Dott.ssa Alessandra Nicolosi, radiologa del Bes Test @bestest_esame

Pronti per una nuova edizione? 🧐",171,"10/27/2025 04:01",https://www.instagram.com/reel/DQT2oI7ASeV/,"IG reel",,Lifetime,1734,1182,28,2,0,6,4
18082761647077100,17841407424698185,neogela_collagene,"Neogela • Integratore per Ossa e Cartilagini","Assolutamente sì! 
Se hai l’osteoporosi, non fermarti: sei ancora in tempo per migliorare. ↗️

La cosa peggiore che si possa fare di fronte ad una diagnosi di osteoporosi è pensare che ormai non ci sia più nulla da fare lasciando che il tempo faccia il suo corso. ❌

Sicuramente capire da dove ha avuto origine la patologia è fondamentale per trovare il percorso di cura più adatto, ma ci sono 4 cose che puoi cominciare a fare subito: 🤔

✅ Mangiare correttamente facendo attenzione a introdurre tutti i nutrienti necessari
✅ Regolarizzare l’attività fisica con carico con l’aiuto di un professionista
✅ Evitare abitudini controproducenti come fumo e alcol
✅ Discutere con il tuo medico l’eventuale assunzione di integratori e/o farmaci

Non trascurare le tue ossa: seguici e scopri come prenderti cura di loro ogni giorno 💪",102,"10/29/2025 04:00",https://www.instagram.com/reel/DQZAOdLgmEr/,"IG reel",,Lifetime,1355,1011,28,5,1,0,10
18079661729122589,17841407424698185,neogela_collagene,"Neogela • Integratore per Ossa e Cartilagini","Noi e Armando abbiamo tutto il collagene che ci serve per affrontare la notte di Halloween al meglio 🎃",26,"10/31/2025 04:00",https://www.instagram.com/reel/DQeJwjdkWGm/,"IG reel",,Lifetime,611,426,21,4,0,3,0
17942921606908173,17841407424698185,neogela_collagene,"Neogela • Integratore per Ossa e Cartilagini","L’osteoporosi maschile è una forma più rara ma non per questo da sottovalutare. 
Il Dottor Zeggio ci racconta quali sono i fattori che possono dare origine a questa patologia nell’uomo 🩺

👉 Video completo sul canale YouTube Neogela",51,"08/05/2025 03:00",https://www.instagram.com/reel/DM-BuXUtxvj/,"IG reel",,Lifetime,2052,1646,19,2,1,0,8
