"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, comments and shares",Reactions,Comments,Shares,"Total clicks","Matched audience targeting consumption (Photo Click)","Other clicks","Views from Organic posts","Views from Boosted posts","Reach from Organic posts","Reach from Boosted posts","3-second video views","1-minute video views","3-second viewers","1-minute viewers","3-second video views from Boosted posts","3-second video views from Organic posts","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Ad CPM (USD)","Ad impressions"
1378073667652715,100063502856757,NEOGELA,"C’è chi sostiene che il collagene una volta assunto non possa arrivare alle ossa, eppure diversi studi dimostrano la sua efficacia nel stimolare la rigenerazione del tessuto osseo. 📚

Il Dott.Zeggio ci spiega come fa il collagene a raggiungere le ossa una volta ingerito. 🦴

Il segreto? Scegliere il giusto collagene idrolizzato e con la migliore composizione aminoacidica. I giusti aminoacidi fungono infatti da segnale per le cellule addette alla rigenerazione dei tessuti che provvederanno a nutrire e riparare ossa, cartilagini, pelle. 😉

E tu lo sapevi? 🤔","C’è chi sostiene che il collagene una volta assunto non possa arrivare alle ossa, eppure diversi studi dimostrano la sua efficacia nel stimolare la rigenerazione del tessuto osseo. 📚

Il Dott.Zeggio ci spiega come fa il collagene a raggiungere le ossa una volta ingerito. 🦴

Il segreto? Scegliere il giusto collagene idrolizzato e con la migliore composizione aminoacidica. I giusti aminoacidi fungono infatti da segnale per le cellule addette alla rigenerazione dei tessuti che provvederanno a nutrire e riparare ossa, cartilagini, pelle. 😉

E tu lo sapevi? 🤔",95,"10/03/2025 02:59",N/A,https://www.facebook.com/reel/1175140771474623/,0,0,Videos,,,,,Lifetime,2983,2811,29,26,0,3,30,,30,2992,0,2811,0,1320,244,1273,240,0,1320,39053.169,14.405,0,0,0
1375055541287861,100063502856757,NEOGELA,"L’attività fisica mirata è uno dei più grandi alleati della tua salute ossea. 
Senza il giusto esercizio e una buona alimentazione, anche i migliori integratori potrebbero non dare i risultati sperati. 🤔

Ecco 3 esempi di attività utili in caso di osteoporosi:
➡️ salire le scale
➡️ camminata a ritmo sostenuto
➡️ esercizi con pesi e/o elastici

Tutte queste attività possono aiutarti a rinforzare la ossa, ma RICORDA: solo uno specialista può consigliarti quelle più adatte a te e il giusto modo di eseguirle.💪

Hai domande? Scrivici nei commenti 💭","L’attività fisica mirata è uno dei più grandi alleati della tua salute ossea. 
Senza il giusto esercizio e una buona alimentazione, anche i migliori integratori potrebbero non dare i risultati sperati. 🤔

Ecco 3 esempi di attività utili in caso di osteoporosi:
➡️ salire le scale
➡️ camminata a ritmo sostenuto
➡️ esercizi con pesi e/o elastici

Tutte queste attività possono aiutarti a rinforzare la ossa, ma RICORDA: solo uno specialista può consigliarti quelle più adatte a te e il giusto modo di eseguirle.💪

Hai domande? Scrivici nei commenti 💭",76,"09/30/2025 02:59",N/A,https://www.facebook.com/reel/1286669542777276/,0,0,Videos,,,,,Lifetime,2883,2612,50,38,5,7,20,,20,2891,0,2612,0,1192,311,1177,311,0,1192,40485.959,15.619,0,0,0
1374048768055205,100063502856757,NEOGELA,"Fai spazio alla tua scorta di collagene in bustine 😉","Fai spazio alla tua scorta di collagene in bustine 😉",14,"09/29/2025 02:59",N/A,https://www.facebook.com/reel/808316188248091/,0,0,Videos,,,,,Lifetime,1454,1013,8,7,0,1,1,,1,1467,0,1013,0,734,0,696,0,0,734,9648.842,9.413,0,0,0
1371283704998378,100063502856757,NEOGELA,"Dovresti sapere da dove arriva il collagene che vorresti assumere. 🧐

La qualità della materia prima da cui deriva il nostro collagene è per noi motivo di orgoglio, ecco perché esponiamo le certificazioni e dichiarazioni sugli allevamenti svizzeri da cui proviene il nostro prodotto. 😊

✅ Controlli sanitari rigorosi, no ad allevamenti intensivi, antibiotici né ormoni. 
✅ Processi di produzione sicuri e tracciabili con controlli ad ogni lotto. 

Solo da una materia prima eccellente può derivare un prodotto valido ed efficace💪","Dovresti sapere da dove arriva il collagene che vorresti assumere. 🧐

La qualità della materia prima da cui deriva il nostro collagene è per noi motivo di orgoglio, ecco perché esponiamo le certificazioni e dichiarazioni sugli allevamenti svizzeri da cui proviene il nostro prodotto. 😊

✅ Controlli sanitari rigorosi, no ad allevamenti intensivi, antibiotici né ormoni. 
✅ Processi di produzione sicuri e tracciabili con controlli ad ogni lotto. 

Solo da una materia prima eccellente può derivare un prodotto valido ed efficace💪",59,"09/26/2025 02:59",N/A,https://www.facebook.com/reel/1442988060295949/,0,0,Videos,,,,,Lifetime,1240,1036,16,13,2,1,6,,6,1250,0,1036,0,549,0,506,0,0,549,13080.144,11.794,0,0,0
1368476648612417,100063502856757,NEOGELA,"Avevi mai considerato il pilates? Se hai problematiche osteoarticolari dovresti proprio farlo!🤩

La Dott.ssa Marcelli Pales, Fisioterapista, ci racconta tutti i benefici di questa disciplina, insegnandoci che il pilates non è una semplice ginnastica dolce ma un lavoro attento che può migliorare la quotidianità di chi soffre di osteoporosi o artrosi. 🦴

Vuoi sapere se il pilates può fare al caso tuo? Segui i nostri profili per altri consigli di salute 🤸","Avevi mai considerato il pilates? Se hai problematiche osteoarticolari dovresti proprio farlo!🤩

La Dott.ssa Marcelli Pales, Fisioterapista, ci racconta tutti i benefici di questa disciplina, insegnandoci che il pilates non è una semplice ginnastica dolce ma un lavoro attento che può migliorare la quotidianità di chi soffre di osteoporosi o artrosi. 🦴

Vuoi sapere se il pilates può fare al caso tuo? Segui i nostri profili per altri consigli di salute 🤸",81,"09/23/2025 02:59",N/A,https://www.facebook.com/reel/1978452939580360/,0,0,Videos,,,,,Lifetime,1409,1280,19,15,2,2,5,,5,1417,0,1280,0,699,132,672,129,0,699,19330.549,15.066,0,0,0
1367542712039144,100063502856757,NEOGELA,"Un grrrrr…ammo di collagene non basta!
Ci vuole almeno una bustina 😉","Un grrrrr…ammo di collagene non basta!
Ci vuole almeno una bustina 😉",15,"09/22/2025 02:59",mixed,https://www.facebook.com/reel/774457061999900/,0,0,Videos,,,,,Lifetime,1011,806,3,3,0,0,1,,1,1018,0,806,0,367,0,338,0,0,367,4505.453,5.528,0,0,0
1364757512317664,100063502856757,NEOGELA,"Assicurarsi una buona dose di vitamina C ogni giorno è importante: non solo per rinforzare il sistema immunitario, anche per stimolare la sintesi interna di collagene. 🍊

Ecco perché spesso ci chiedete: “Ma insieme al collagene devo prendere anche la vitamina C?”
La vitamina C non deve mancare, ma ciò non significa doverli assumere tramite lo stesso integratore. 💊

Il Dott. Zeggio ci spiega in questo video perché è consigliabile separare l’assunzione di questi due elementi nell’arco della giornata. 👨‍⚕️

Se hai domande, scrivile nei commenti 💬","Assicurarsi una buona dose di vitamina C ogni giorno è importante: non solo per rinforzare il sistema immunitario, anche per stimolare la sintesi interna di collagene. 🍊

Ecco perché spesso ci chiedete: “Ma insieme al collagene devo prendere anche la vitamina C?”
La vitamina C non deve mancare, ma ciò non significa doverli assumere tramite lo stesso integratore. 💊

Il Dott. Zeggio ci spiega in questo video perché è consigliabile separare l’assunzione di questi due elementi nell’arco della giornata. 👨‍⚕️

Se hai domande, scrivile nei commenti 💬",96,"09/19/2025 02:59",N/A,https://www.facebook.com/reel/3299673700190183/,0,0,Videos,,,,,Lifetime,1001,896,20,15,2,3,1,,1,1008,0,896,0,363,106,334,100,0,363,14786.476,16.484,0,0,1
1361997299260352,100063502856757,NEOGELA,"Siamo davvero felici di annunciare la nostra iniziativa sociale “Alla tua salute ci pensa Neogela”💙

Quale miglior modo per dimostrare che non produciamo solo un integratore, ma supportiamo davvero chi vuole migliorare la propria salute e quotidianità. E questa volta abbiamo voluto farlo con chi ci ha dato fiducia in tanti anni, anche quando la salute non poteva essere una priorità.😔

Michela e Alessandra saranno le protagoniste di questo meraviglioso progetto: 12 mesi di fornitura gratuitamente di collagene e il nostro supporto continuo, con MOC di monitoraggio all’inizio e alla fine del percorso per vedere gli effetti di una integrazione costante di Neogela. 💪

Perché lo facciamo? Vogliamo che per un intero anno Michela e Alessandra non debbano preoccuparsi di acquistare ogni mese una confezione, ma solo della loro salute ossea. 🦴

Segui i progressi del loro percorso sui nostri canali 😱","Siamo davvero felici di annunciare la nostra iniziativa sociale “Alla tua salute ci pensa Neogela”💙

Quale miglior modo per dimostrare che non produciamo solo un integratore, ma supportiamo davvero chi vuole migliorare la propria salute e quotidianità. E questa volta abbiamo voluto farlo con chi ci ha dato fiducia in tanti anni, anche quando la salute non poteva essere una priorità.😔

Michela e Alessandra saranno le protagoniste di questo meraviglioso progetto: 12 mesi di fornitura gratuitamente di collagene e il nostro supporto continuo, con MOC di monitoraggio all’inizio e alla fine del percorso per vedere gli effetti di una integrazione costante di Neogela. 💪

Perché lo facciamo? Vogliamo che per un intero anno Michela e Alessandra non debbano preoccuparsi di acquistare ogni mese una confezione, ma solo della loro salute ossea. 🦴

Segui i progressi del loro percorso sui nostri canali 😱",68,"09/16/2025 02:59",auto,https://www.facebook.com/reel/1529222804885849/,0,0,Videos,,,,,Lifetime,1064,896,16,12,0,4,2,,2,1070,0,896,0,519,84,489,83,0,519,12222.798,12.893,0,0,0
1361113286015420,100063502856757,NEOGELA,"Vi siete mai chiesti cosa accade dietro le quinte una volta inviato il vostro ordine Neogela? 👀","Vi siete mai chiesti cosa accade dietro le quinte una volta inviato il vostro ordine Neogela? 👀",11,"09/15/2025 02:59",N/A,https://www.facebook.com/reel/1484819589330877/,0,0,Videos,,,,,Lifetime,899,693,6,6,0,0,6,,6,905,0,693,0,475,0,453,0,0,475,4641.698,6.846,0,0,0
1358389252954490,100063502856757,NEOGELA,"Cerchi collagene nella tabella nutrizionale ma non lo trovi scritto? 🤔
Ecco qualche consiglio per leggere correttamente l’etichetta di un integratore a base di collagene e scegliere quello giusto per te ✅

Salva il video se lo hai trovato utile, potresti volerlo rivedere 👀","Cerchi collagene nella tabella nutrizionale ma non lo trovi scritto? 🤔
Ecco qualche consiglio per leggere correttamente l’etichetta di un integratore a base di collagene e scegliere quello giusto per te ✅

Salva il video se lo hai trovato utile, potresti volerlo rivedere 👀",85,"09/12/2025 02:59",N/A,https://www.facebook.com/reel/1346712523702398/,0,0,Videos,,,,,Lifetime,716,642,6,5,0,1,0,,,721,0,642,0,300,34,283,33,0,300,6610.099,9.807,0,0,0
